"N","min(GlobalNodeId)","q1(GlobalNodeId)","med(GlobalNodeId)","q3(GlobalNodeId)","max(GlobalNodeId)","avg(GlobalNodeId)","std(GlobalNodeId)","min(PedigreeNodeId)","q1(PedigreeNodeId)","med(PedigreeNodeId)","q3(PedigreeNodeId)","max(PedigreeNodeId)","avg(PedigreeNodeId)","std(PedigreeNodeId)","min(nodal_Cauchy_Stress_1_1)","q1(nodal_Cauchy_Stress_1_1)","med(nodal_Cauchy_Stress_1_1)","q3(nodal_Cauchy_Stress_1_1)","max(nodal_Cauchy_Stress_1_1)","avg(nodal_Cauchy_Stress_1_1)","std(nodal_Cauchy_Stress_1_1)","min(nodal_Cauchy_Stress_1_2)","q1(nodal_Cauchy_Stress_1_2)","med(nodal_Cauchy_Stress_1_2)","q3(nodal_Cauchy_Stress_1_2)","max(nodal_Cauchy_Stress_1_2)","avg(nodal_Cauchy_Stress_1_2)","std(nodal_Cauchy_Stress_1_2)","min(nodal_Cauchy_Stress_1_3)","q1(nodal_Cauchy_Stress_1_3)","med(nodal_Cauchy_Stress_1_3)","q3(nodal_Cauchy_Stress_1_3)","max(nodal_Cauchy_Stress_1_3)","avg(nodal_Cauchy_Stress_1_3)","std(nodal_Cauchy_Stress_1_3)","min(nodal_Cauchy_Stress_2_1)","q1(nodal_Cauchy_Stress_2_1)","med(nodal_Cauchy_Stress_2_1)","q3(nodal_Cauchy_Stress_2_1)","max(nodal_Cauchy_Stress_2_1)","avg(nodal_Cauchy_Stress_2_1)","std(nodal_Cauchy_Stress_2_1)","min(nodal_Cauchy_Stress_2_2)","q1(nodal_Cauchy_Stress_2_2)","med(nodal_Cauchy_Stress_2_2)","q3(nodal_Cauchy_Stress_2_2)","max(nodal_Cauchy_Stress_2_2)","avg(nodal_Cauchy_Stress_2_2)","std(nodal_Cauchy_Stress_2_2)","min(nodal_Cauchy_Stress_2_3)","q1(nodal_Cauchy_Stress_2_3)","med(nodal_Cauchy_Stress_2_3)","q3(nodal_Cauchy_Stress_2_3)","max(nodal_Cauchy_Stress_2_3)","avg(nodal_Cauchy_Stress_2_3)","std(nodal_Cauchy_Stress_2_3)","min(nodal_Cauchy_Stress_3_1)","q1(nodal_Cauchy_Stress_3_1)","med(nodal_Cauchy_Stress_3_1)","q3(nodal_Cauchy_Stress_3_1)","max(nodal_Cauchy_Stress_3_1)","avg(nodal_Cauchy_Stress_3_1)","std(nodal_Cauchy_Stress_3_1)","min(nodal_Cauchy_Stress_3_2)","q1(nodal_Cauchy_Stress_3_2)","med(nodal_Cauchy_Stress_3_2)","q3(nodal_Cauchy_Stress_3_2)","max(nodal_Cauchy_Stress_3_2)","avg(nodal_Cauchy_Stress_3_2)","std(nodal_Cauchy_Stress_3_2)","min(nodal_Cauchy_Stress_3_3)","q1(nodal_Cauchy_Stress_3_3)","med(nodal_Cauchy_Stress_3_3)","q3(nodal_Cauchy_Stress_3_3)","max(nodal_Cauchy_Stress_3_3)","avg(nodal_Cauchy_Stress_3_3)","std(nodal_Cauchy_Stress_3_3)","min(solution_ (0))","q1(solution_ (0))","med(solution_ (0))","q3(solution_ (0))","max(solution_ (0))","avg(solution_ (0))","std(solution_ (0))","min(solution_ (1))","q1(solution_ (1))","med(solution_ (1))","q3(solution_ (1))","max(solution_ (1))","avg(solution_ (1))","std(solution_ (1))","min(solution_ (2))","q1(solution_ (2))","med(solution_ (2))","q3(solution_ (2))","max(solution_ (2))","avg(solution_ (2))","std(solution_ (2))","min(solution_ (Magnitude))","q1(solution_ (Magnitude))","med(solution_ (Magnitude))","q3(solution_ (Magnitude))","max(solution_ (Magnitude))","avg(solution_ (Magnitude))","std(solution_ (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.86626e+00,-2.86626e+00,-2.86626e+00,-2.86626e+00,-2.86626e+00,-2.86626e+00,0.00000e+00,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,0.00000e+00,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,0.00000e+00,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,-7.60408e-02,0.00000e+00,7.10220e-01,7.10220e-01,7.10220e-01,7.10220e-01,7.10220e-01,7.10220e-01,0.00000e+00,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,0.00000e+00,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,5.09024e-02,0.00000e+00,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,-4.66607e-02,0.00000e+00,-6.05950e-01,-6.05950e-01,-6.05950e-01,-6.05950e-01,-6.05950e-01,-6.05950e-01,0.00000e+00,-3.47178e-03,-3.47178e-03,-3.47178e-03,-3.47178e-03,-3.47178e-03,-3.47178e-03,0.00000e+00,-1.51248e-03,-1.51248e-03,-1.51248e-03,-1.51248e-03,-1.51248e-03,-1.51248e-03,0.00000e+00,-1.05124e+00,-1.05124e+00,-1.05124e+00,-1.05124e+00,-1.05124e+00,-1.05124e+00,0.00000e+00,1.05124e+00,1.05124e+00,1.05124e+00,1.05124e+00,1.05124e+00,1.05124e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.46479e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.84687e+00,-2.84687e+00,-2.84687e+00,-2.84687e+00,-2.84687e+00,-2.84687e+00,0.00000e+00,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,0.00000e+00,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,0.00000e+00,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,-7.60349e-02,0.00000e+00,7.14584e-01,7.14584e-01,7.14584e-01,7.14584e-01,7.14584e-01,7.14584e-01,0.00000e+00,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,0.00000e+00,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,4.98432e-02,0.00000e+00,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,-4.63102e-02,0.00000e+00,-6.07164e-01,-6.07164e-01,-6.07164e-01,-6.07164e-01,-6.07164e-01,-6.07164e-01,0.00000e+00,-3.48248e-03,-3.48248e-03,-3.48248e-03,-3.48248e-03,-3.48248e-03,-3.48248e-03,0.00000e+00,-1.51770e-03,-1.51770e-03,-1.51770e-03,-1.51770e-03,-1.51770e-03,-1.51770e-03,0.00000e+00,-1.05242e+00,-1.05242e+00,-1.05242e+00,-1.05242e+00,-1.05242e+00,-1.05242e+00,0.00000e+00,1.05243e+00,1.05243e+00,1.05243e+00,1.05243e+00,1.05243e+00,1.05243e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.46815e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.83683e+00,-2.83683e+00,-2.83683e+00,-2.83683e+00,-2.83683e+00,-2.83683e+00,0.00000e+00,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,0.00000e+00,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,0.00000e+00,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,-7.59682e-02,0.00000e+00,7.16906e-01,7.16906e-01,7.16906e-01,7.16906e-01,7.16906e-01,7.16906e-01,0.00000e+00,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,0.00000e+00,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,4.92358e-02,0.00000e+00,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,-4.61378e-02,0.00000e+00,-6.07713e-01,-6.07713e-01,-6.07713e-01,-6.07713e-01,-6.07713e-01,-6.07713e-01,0.00000e+00,-3.48797e-03,-3.48797e-03,-3.48797e-03,-3.48797e-03,-3.48797e-03,-3.48797e-03,0.00000e+00,-1.52043e-03,-1.52043e-03,-1.52043e-03,-1.52043e-03,-1.52043e-03,-1.52043e-03,0.00000e+00,-1.05303e+00,-1.05303e+00,-1.05303e+00,-1.05303e+00,-1.05303e+00,-1.05303e+00,0.00000e+00,1.05304e+00,1.05304e+00,1.05304e+00,1.05304e+00,1.05304e+00,1.05304e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.46989e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.82609e+00,-2.82609e+00,-2.82609e+00,-2.82609e+00,-2.82609e+00,-2.82609e+00,0.00000e+00,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,0.00000e+00,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,0.00000e+00,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,-7.59561e-02,0.00000e+00,7.19032e-01,7.19032e-01,7.19032e-01,7.19032e-01,7.19032e-01,7.19032e-01,0.00000e+00,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,0.00000e+00,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,4.86498e-02,0.00000e+00,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,-4.59415e-02,0.00000e+00,-6.08244e-01,-6.08244e-01,-6.08244e-01,-6.08244e-01,-6.08244e-01,-6.08244e-01,0.00000e+00,-3.49396e-03,-3.49396e-03,-3.49396e-03,-3.49396e-03,-3.49396e-03,-3.49396e-03,0.00000e+00,-1.52330e-03,-1.52330e-03,-1.52330e-03,-1.52330e-03,-1.52330e-03,-1.52330e-03,0.00000e+00,-1.05369e+00,-1.05369e+00,-1.05369e+00,-1.05369e+00,-1.05369e+00,-1.05369e+00,0.00000e+00,1.05370e+00,1.05370e+00,1.05370e+00,1.05370e+00,1.05370e+00,1.05370e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.47176e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.81458e+00,-2.81458e+00,-2.81458e+00,-2.81458e+00,-2.81458e+00,-2.81458e+00,0.00000e+00,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,0.00000e+00,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,0.00000e+00,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,-7.59397e-02,0.00000e+00,7.21262e-01,7.21262e-01,7.21262e-01,7.21262e-01,7.21262e-01,7.21262e-01,0.00000e+00,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,0.00000e+00,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,4.80212e-02,0.00000e+00,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,-4.57297e-02,0.00000e+00,-6.08731e-01,-6.08731e-01,-6.08731e-01,-6.08731e-01,-6.08731e-01,-6.08731e-01,0.00000e+00,-3.50039e-03,-3.50039e-03,-3.50039e-03,-3.50039e-03,-3.50039e-03,-3.50039e-03,0.00000e+00,-1.52640e-03,-1.52640e-03,-1.52640e-03,-1.52640e-03,-1.52640e-03,-1.52640e-03,0.00000e+00,-1.05440e+00,-1.05440e+00,-1.05440e+00,-1.05440e+00,-1.05440e+00,-1.05440e+00,0.00000e+00,1.05440e+00,1.05440e+00,1.05440e+00,1.05440e+00,1.05440e+00,1.05440e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.47377e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.80222e+00,-2.80222e+00,-2.80222e+00,-2.80222e+00,-2.80222e+00,-2.80222e+00,0.00000e+00,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,0.00000e+00,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,0.00000e+00,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,-7.59170e-02,0.00000e+00,7.23589e-01,7.23589e-01,7.23589e-01,7.23589e-01,7.23589e-01,7.23589e-01,0.00000e+00,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,0.00000e+00,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,4.73470e-02,0.00000e+00,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,-4.55010e-02,0.00000e+00,-6.09159e-01,-6.09159e-01,-6.09159e-01,-6.09159e-01,-6.09159e-01,-6.09159e-01,0.00000e+00,-3.50732e-03,-3.50732e-03,-3.50732e-03,-3.50732e-03,-3.50732e-03,-3.50732e-03,0.00000e+00,-1.52973e-03,-1.52973e-03,-1.52973e-03,-1.52973e-03,-1.52973e-03,-1.52973e-03,0.00000e+00,-1.05516e+00,-1.05516e+00,-1.05516e+00,-1.05516e+00,-1.05516e+00,-1.05516e+00,0.00000e+00,1.05516e+00,1.05516e+00,1.05516e+00,1.05516e+00,1.05516e+00,1.05516e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.47594e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.78897e+00,-2.78897e+00,-2.78897e+00,-2.78897e+00,-2.78897e+00,-2.78897e+00,0.00000e+00,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,0.00000e+00,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,0.00000e+00,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,-7.58862e-02,0.00000e+00,7.26003e-01,7.26003e-01,7.26003e-01,7.26003e-01,7.26003e-01,7.26003e-01,0.00000e+00,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,0.00000e+00,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,4.66245e-02,0.00000e+00,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,-4.52538e-02,0.00000e+00,-6.09507e-01,-6.09507e-01,-6.09507e-01,-6.09507e-01,-6.09507e-01,-6.09507e-01,0.00000e+00,-3.51477e-03,-3.51477e-03,-3.51477e-03,-3.51477e-03,-3.51477e-03,-3.51477e-03,0.00000e+00,-1.53332e-03,-1.53332e-03,-1.53332e-03,-1.53332e-03,-1.53332e-03,-1.53332e-03,0.00000e+00,-1.05597e+00,-1.05597e+00,-1.05597e+00,-1.05597e+00,-1.05597e+00,-1.05597e+00,0.00000e+00,1.05598e+00,1.05598e+00,1.05598e+00,1.05598e+00,1.05598e+00,1.05598e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.47826e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.77476e+00,-2.77476e+00,-2.77476e+00,-2.77476e+00,-2.77476e+00,-2.77476e+00,0.00000e+00,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,0.00000e+00,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,0.00000e+00,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,-7.58456e-02,0.00000e+00,7.28496e-01,7.28496e-01,7.28496e-01,7.28496e-01,7.28496e-01,7.28496e-01,0.00000e+00,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,0.00000e+00,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,4.58510e-02,0.00000e+00,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,-4.49863e-02,0.00000e+00,-6.09752e-01,-6.09752e-01,-6.09752e-01,-6.09752e-01,-6.09752e-01,-6.09752e-01,0.00000e+00,-3.52278e-03,-3.52278e-03,-3.52278e-03,-3.52278e-03,-3.52278e-03,-3.52278e-03,0.00000e+00,-1.53719e-03,-1.53719e-03,-1.53719e-03,-1.53719e-03,-1.53719e-03,-1.53719e-03,0.00000e+00,-1.05685e+00,-1.05685e+00,-1.05685e+00,-1.05685e+00,-1.05685e+00,-1.05685e+00,0.00000e+00,1.05686e+00,1.05686e+00,1.05686e+00,1.05686e+00,1.05686e+00,1.05686e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.48077e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.75969e+00,-2.75969e+00,-2.75969e+00,-2.75969e+00,-2.75969e+00,-2.75969e+00,0.00000e+00,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,0.00000e+00,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,0.00000e+00,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,-7.57928e-02,0.00000e+00,7.31032e-01,7.31032e-01,7.31032e-01,7.31032e-01,7.31032e-01,7.31032e-01,0.00000e+00,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,0.00000e+00,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,4.50313e-02,0.00000e+00,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,-4.46996e-02,0.00000e+00,-6.09868e-01,-6.09868e-01,-6.09868e-01,-6.09868e-01,-6.09868e-01,-6.09868e-01,0.00000e+00,-3.53131e-03,-3.53131e-03,-3.53131e-03,-3.53131e-03,-3.53131e-03,-3.53131e-03,0.00000e+00,-1.54131e-03,-1.54131e-03,-1.54131e-03,-1.54131e-03,-1.54131e-03,-1.54131e-03,0.00000e+00,-1.05779e+00,-1.05779e+00,-1.05779e+00,-1.05779e+00,-1.05779e+00,-1.05779e+00,0.00000e+00,1.05779e+00,1.05779e+00,1.05779e+00,1.05779e+00,1.05779e+00,1.05779e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.48343e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.74371e+00,-2.74371e+00,-2.74371e+00,-2.74371e+00,-2.74371e+00,-2.74371e+00,0.00000e+00,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,0.00000e+00,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,0.00000e+00,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,-7.57263e-02,0.00000e+00,7.33596e-01,7.33596e-01,7.33596e-01,7.33596e-01,7.33596e-01,7.33596e-01,0.00000e+00,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,0.00000e+00,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,4.41645e-02,0.00000e+00,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,-4.43915e-02,0.00000e+00,-6.09829e-01,-6.09829e-01,-6.09829e-01,-6.09829e-01,-6.09829e-01,-6.09829e-01,0.00000e+00,-3.54040e-03,-3.54040e-03,-3.54040e-03,-3.54040e-03,-3.54040e-03,-3.54040e-03,0.00000e+00,-1.54570e-03,-1.54570e-03,-1.54570e-03,-1.54570e-03,-1.54570e-03,-1.54570e-03,0.00000e+00,-1.05878e+00,-1.05878e+00,-1.05878e+00,-1.05878e+00,-1.05878e+00,-1.05878e+00,0.00000e+00,1.05879e+00,1.05879e+00,1.05879e+00,1.05879e+00,1.05879e+00,1.05879e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.48627e+01
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-2.72693e+00,-2.72693e+00,-2.72693e+00,-2.72693e+00,-2.72693e+00,-2.72693e+00,0.00000e+00,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,0.00000e+00,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,0.00000e+00,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,-7.56435e-02,0.00000e+00,7.36147e-01,7.36147e-01,7.36147e-01,7.36147e-01,7.36147e-01,7.36147e-01,0.00000e+00,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,0.00000e+00,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,4.32569e-02,0.00000e+00,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,-4.40635e-02,0.00000e+00,-6.09609e-01,-6.09609e-01,-6.09609e-01,-6.09609e-01,-6.09609e-01,-6.09609e-01,0.00000e+00,-3.54998e-03,-3.54998e-03,-3.54998e-03,-3.54998e-03,-3.54998e-03,-3.54998e-03,0.00000e+00,-1.55032e-03,-1.55032e-03,-1.55032e-03,-1.55032e-03,-1.55032e-03,-1.55032e-03,0.00000e+00,-1.05983e+00,-1.05983e+00,-1.05983e+00,-1.05983e+00,-1.05983e+00,-1.05983e+00,0.00000e+00,1.05984e+00,1.05984e+00,1.05984e+00,1.05984e+00,1.05984e+00,1.05984e+00,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,1.48927e+01
