"N","min(GlobalNodeId)","q1(GlobalNodeId)","med(GlobalNodeId)","q3(GlobalNodeId)","max(GlobalNodeId)","avg(GlobalNodeId)","std(GlobalNodeId)","min(PedigreeNodeId)","q1(PedigreeNodeId)","med(PedigreeNodeId)","q3(PedigreeNodeId)","max(PedigreeNodeId)","avg(PedigreeNodeId)","std(PedigreeNodeId)","min(nodal_Cauchy_Stress_1_1)","q1(nodal_Cauchy_Stress_1_1)","med(nodal_Cauchy_Stress_1_1)","q3(nodal_Cauchy_Stress_1_1)","max(nodal_Cauchy_Stress_1_1)","avg(nodal_Cauchy_Stress_1_1)","std(nodal_Cauchy_Stress_1_1)","min(nodal_Cauchy_Stress_1_2)","q1(nodal_Cauchy_Stress_1_2)","med(nodal_Cauchy_Stress_1_2)","q3(nodal_Cauchy_Stress_1_2)","max(nodal_Cauchy_Stress_1_2)","avg(nodal_Cauchy_Stress_1_2)","std(nodal_Cauchy_Stress_1_2)","min(nodal_Cauchy_Stress_1_3)","q1(nodal_Cauchy_Stress_1_3)","med(nodal_Cauchy_Stress_1_3)","q3(nodal_Cauchy_Stress_1_3)","max(nodal_Cauchy_Stress_1_3)","avg(nodal_Cauchy_Stress_1_3)","std(nodal_Cauchy_Stress_1_3)","min(nodal_Cauchy_Stress_2_1)","q1(nodal_Cauchy_Stress_2_1)","med(nodal_Cauchy_Stress_2_1)","q3(nodal_Cauchy_Stress_2_1)","max(nodal_Cauchy_Stress_2_1)","avg(nodal_Cauchy_Stress_2_1)","std(nodal_Cauchy_Stress_2_1)","min(nodal_Cauchy_Stress_2_2)","q1(nodal_Cauchy_Stress_2_2)","med(nodal_Cauchy_Stress_2_2)","q3(nodal_Cauchy_Stress_2_2)","max(nodal_Cauchy_Stress_2_2)","avg(nodal_Cauchy_Stress_2_2)","std(nodal_Cauchy_Stress_2_2)","min(nodal_Cauchy_Stress_2_3)","q1(nodal_Cauchy_Stress_2_3)","med(nodal_Cauchy_Stress_2_3)","q3(nodal_Cauchy_Stress_2_3)","max(nodal_Cauchy_Stress_2_3)","avg(nodal_Cauchy_Stress_2_3)","std(nodal_Cauchy_Stress_2_3)","min(nodal_Cauchy_Stress_3_1)","q1(nodal_Cauchy_Stress_3_1)","med(nodal_Cauchy_Stress_3_1)","q3(nodal_Cauchy_Stress_3_1)","max(nodal_Cauchy_Stress_3_1)","avg(nodal_Cauchy_Stress_3_1)","std(nodal_Cauchy_Stress_3_1)","min(nodal_Cauchy_Stress_3_2)","q1(nodal_Cauchy_Stress_3_2)","med(nodal_Cauchy_Stress_3_2)","q3(nodal_Cauchy_Stress_3_2)","max(nodal_Cauchy_Stress_3_2)","avg(nodal_Cauchy_Stress_3_2)","std(nodal_Cauchy_Stress_3_2)","min(nodal_Cauchy_Stress_3_3)","q1(nodal_Cauchy_Stress_3_3)","med(nodal_Cauchy_Stress_3_3)","q3(nodal_Cauchy_Stress_3_3)","max(nodal_Cauchy_Stress_3_3)","avg(nodal_Cauchy_Stress_3_3)","std(nodal_Cauchy_Stress_3_3)","min(solution_ (0))","q1(solution_ (0))","med(solution_ (0))","q3(solution_ (0))","max(solution_ (0))","avg(solution_ (0))","std(solution_ (0))","min(solution_ (1))","q1(solution_ (1))","med(solution_ (1))","q3(solution_ (1))","max(solution_ (1))","avg(solution_ (1))","std(solution_ (1))","min(solution_ (2))","q1(solution_ (2))","med(solution_ (2))","q3(solution_ (2))","max(solution_ (2))","avg(solution_ (2))","std(solution_ (2))","min(solution_ (Magnitude))","q1(solution_ (Magnitude))","med(solution_ (Magnitude))","q3(solution_ (Magnitude))","max(solution_ (Magnitude))","avg(solution_ (Magnitude))","std(solution_ (Magnitude))","min(vtkOriginalPointIds)","q1(vtkOriginalPointIds)","med(vtkOriginalPointIds)","q3(vtkOriginalPointIds)","max(vtkOriginalPointIds)","avg(vtkOriginalPointIds)","std(vtkOriginalPointIds)","min(X)","q1(X)","med(X)","q3(X)","max(X)","avg(X)","std(X)","min(Y)","q1(Y)","med(Y)","q3(Y)","max(Y)","avg(Y)","std(Y)","min(Z)","q1(Z)","med(Z)","q3(Z)","max(Z)","avg(Z)","std(Z)","vtkValidPointMask","Time"
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62843e+00,-6.62843e+00,-6.62843e+00,-6.62843e+00,-6.62843e+00,-6.62843e+00,0.00000e+00,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,0.00000e+00,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,0.00000e+00,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,-1.05742e-01,0.00000e+00,2.73691e-01,2.73691e-01,2.73691e-01,2.73691e-01,2.73691e-01,2.73691e-01,0.00000e+00,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,0.00000e+00,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,1.20166e-01,0.00000e+00,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,-3.69069e-02,0.00000e+00,-2.33152e-01,-2.33152e-01,-2.33152e-01,-2.33152e-01,-2.33152e-01,-2.33152e-01,0.00000e+00,-1.51680e-03,-1.51680e-03,-1.51680e-03,-1.51680e-03,-1.51680e-03,-1.51680e-03,0.00000e+00,-5.20144e-04,-5.20144e-04,-5.20144e-04,-5.20144e-04,-5.20144e-04,-5.20144e-04,0.00000e+00,-7.93860e-01,-7.93860e-01,-7.93860e-01,-7.93860e-01,-7.93860e-01,-7.93860e-01,0.00000e+00,7.93861e-01,7.93861e-01,7.93861e-01,7.93861e-01,7.93861e-01,7.93861e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.17781e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62721e+00,-6.62721e+00,-6.62721e+00,-6.62721e+00,-6.62721e+00,-6.62721e+00,0.00000e+00,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,0.00000e+00,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,0.00000e+00,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,-1.06323e-01,0.00000e+00,2.79837e-01,2.79837e-01,2.79837e-01,2.79837e-01,2.79837e-01,2.79837e-01,0.00000e+00,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,0.00000e+00,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,1.20200e-01,0.00000e+00,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,-3.66277e-02,0.00000e+00,-2.32210e-01,-2.32210e-01,-2.32210e-01,-2.32210e-01,-2.32210e-01,-2.32210e-01,0.00000e+00,-1.52757e-03,-1.52757e-03,-1.52757e-03,-1.52757e-03,-1.52757e-03,-1.52757e-03,0.00000e+00,-5.27398e-04,-5.27398e-04,-5.27398e-04,-5.27398e-04,-5.27398e-04,-5.27398e-04,0.00000e+00,-7.95646e-01,-7.95646e-01,-7.95646e-01,-7.95646e-01,-7.95646e-01,-7.95646e-01,0.00000e+00,7.95648e-01,7.95648e-01,7.95648e-01,7.95648e-01,7.95648e-01,7.95648e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.21769e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62596e+00,-6.62596e+00,-6.62596e+00,-6.62596e+00,-6.62596e+00,-6.62596e+00,0.00000e+00,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,0.00000e+00,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,0.00000e+00,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,-1.06902e-01,0.00000e+00,2.86210e-01,2.86210e-01,2.86210e-01,2.86210e-01,2.86210e-01,2.86210e-01,0.00000e+00,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,0.00000e+00,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,1.20236e-01,0.00000e+00,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,-3.63338e-02,0.00000e+00,-2.31209e-01,-2.31209e-01,-2.31209e-01,-2.31209e-01,-2.31209e-01,-2.31209e-01,0.00000e+00,-1.53888e-03,-1.53888e-03,-1.53888e-03,-1.53888e-03,-1.53888e-03,-1.53888e-03,0.00000e+00,-5.34913e-04,-5.34913e-04,-5.34913e-04,-5.34913e-04,-5.34913e-04,-5.34913e-04,0.00000e+00,-7.97515e-01,-7.97515e-01,-7.97515e-01,-7.97515e-01,-7.97515e-01,-7.97515e-01,0.00000e+00,7.97517e-01,7.97517e-01,7.97517e-01,7.97517e-01,7.97517e-01,7.97517e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.25951e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62467e+00,-6.62467e+00,-6.62467e+00,-6.62467e+00,-6.62467e+00,-6.62467e+00,0.00000e+00,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,0.00000e+00,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,0.00000e+00,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,-1.07472e-01,0.00000e+00,2.92806e-01,2.92806e-01,2.92806e-01,2.92806e-01,2.92806e-01,2.92806e-01,0.00000e+00,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,0.00000e+00,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,1.20274e-01,0.00000e+00,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,-3.60243e-02,0.00000e+00,-2.30146e-01,-2.30146e-01,-2.30146e-01,-2.30146e-01,-2.30146e-01,-2.30146e-01,0.00000e+00,-1.55077e-03,-1.55077e-03,-1.55077e-03,-1.55077e-03,-1.55077e-03,-1.55077e-03,0.00000e+00,-5.42699e-04,-5.42699e-04,-5.42699e-04,-5.42699e-04,-5.42699e-04,-5.42699e-04,0.00000e+00,-7.99470e-01,-7.99470e-01,-7.99470e-01,-7.99470e-01,-7.99470e-01,-7.99470e-01,0.00000e+00,7.99471e-01,7.99471e-01,7.99471e-01,7.99471e-01,7.99471e-01,7.99471e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.30335e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62335e+00,-6.62335e+00,-6.62335e+00,-6.62335e+00,-6.62335e+00,-6.62335e+00,0.00000e+00,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,0.00000e+00,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,0.00000e+00,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,-1.08024e-01,0.00000e+00,2.99561e-01,2.99561e-01,2.99561e-01,2.99561e-01,2.99561e-01,2.99561e-01,0.00000e+00,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,0.00000e+00,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,1.20312e-01,0.00000e+00,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,-3.57011e-02,0.00000e+00,-2.29023e-01,-2.29023e-01,-2.29023e-01,-2.29023e-01,-2.29023e-01,-2.29023e-01,0.00000e+00,-1.56316e-03,-1.56316e-03,-1.56316e-03,-1.56316e-03,-1.56316e-03,-1.56316e-03,0.00000e+00,-5.50709e-04,-5.50709e-04,-5.50709e-04,-5.50709e-04,-5.50709e-04,-5.50709e-04,0.00000e+00,-8.01497e-01,-8.01497e-01,-8.01497e-01,-8.01497e-01,-8.01497e-01,-8.01497e-01,0.00000e+00,8.01499e-01,8.01499e-01,8.01499e-01,8.01499e-01,8.01499e-01,8.01499e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.34895e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62200e+00,-6.62200e+00,-6.62200e+00,-6.62200e+00,-6.62200e+00,-6.62200e+00,0.00000e+00,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,0.00000e+00,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,0.00000e+00,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,-1.08551e-01,0.00000e+00,3.06465e-01,3.06465e-01,3.06465e-01,3.06465e-01,3.06465e-01,3.06465e-01,0.00000e+00,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,0.00000e+00,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,1.20352e-01,0.00000e+00,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,-3.53636e-02,0.00000e+00,-2.27833e-01,-2.27833e-01,-2.27833e-01,-2.27833e-01,-2.27833e-01,-2.27833e-01,0.00000e+00,-1.57608e-03,-1.57608e-03,-1.57608e-03,-1.57608e-03,-1.57608e-03,-1.57608e-03,0.00000e+00,-5.58946e-04,-5.58946e-04,-5.58946e-04,-5.58946e-04,-5.58946e-04,-5.58946e-04,0.00000e+00,-8.03600e-01,-8.03600e-01,-8.03600e-01,-8.03600e-01,-8.03600e-01,-8.03600e-01,0.00000e+00,8.03602e-01,8.03602e-01,8.03602e-01,8.03602e-01,8.03602e-01,8.03602e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.39639e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62158e+00,-6.62158e+00,-6.62158e+00,-6.62158e+00,-6.62158e+00,-6.62158e+00,0.00000e+00,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,0.00000e+00,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,0.00000e+00,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,-1.08744e-01,0.00000e+00,3.09869e-01,3.09869e-01,3.09869e-01,3.09869e-01,3.09869e-01,3.09869e-01,0.00000e+00,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,0.00000e+00,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,1.20371e-01,0.00000e+00,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,-3.51901e-02,0.00000e+00,-2.27153e-01,-2.27153e-01,-2.27153e-01,-2.27153e-01,-2.27153e-01,-2.27153e-01,0.00000e+00,-1.58283e-03,-1.58283e-03,-1.58283e-03,-1.58283e-03,-1.58283e-03,-1.58283e-03,0.00000e+00,-5.63338e-04,-5.63338e-04,-5.63338e-04,-5.63338e-04,-5.63338e-04,-5.63338e-04,0.00000e+00,-8.04680e-01,-8.04680e-01,-8.04680e-01,-8.04680e-01,-8.04680e-01,-8.04680e-01,0.00000e+00,8.04681e-01,8.04681e-01,8.04681e-01,8.04681e-01,8.04681e-01,8.04681e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.42096e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62095e+00,-6.62095e+00,-6.62095e+00,-6.62095e+00,-6.62095e+00,-6.62095e+00,0.00000e+00,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,0.00000e+00,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,0.00000e+00,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,-1.08980e-01,0.00000e+00,3.13261e-01,3.13261e-01,3.13261e-01,3.13261e-01,3.13261e-01,3.13261e-01,0.00000e+00,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,0.00000e+00,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,1.20391e-01,0.00000e+00,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,-3.50028e-02,0.00000e+00,-2.26431e-01,-2.26431e-01,-2.26431e-01,-2.26431e-01,-2.26431e-01,-2.26431e-01,0.00000e+00,-1.59001e-03,-1.59001e-03,-1.59001e-03,-1.59001e-03,-1.59001e-03,-1.59001e-03,0.00000e+00,-5.67975e-04,-5.67975e-04,-5.67975e-04,-5.67975e-04,-5.67975e-04,-5.67975e-04,0.00000e+00,-8.05829e-01,-8.05829e-01,-8.05829e-01,-8.05829e-01,-8.05829e-01,-8.05829e-01,0.00000e+00,8.05830e-01,8.05830e-01,8.05830e-01,8.05830e-01,8.05830e-01,8.05830e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.44711e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.62029e+00,-6.62029e+00,-6.62029e+00,-6.62029e+00,-6.62029e+00,-6.62029e+00,0.00000e+00,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,0.00000e+00,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,0.00000e+00,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,-1.09220e-01,0.00000e+00,3.16859e-01,3.16859e-01,3.16859e-01,3.16859e-01,3.16859e-01,3.16859e-01,0.00000e+00,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,0.00000e+00,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,1.20412e-01,0.00000e+00,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,-3.48034e-02,0.00000e+00,-2.25660e-01,-2.25660e-01,-2.25660e-01,-2.25660e-01,-2.25660e-01,-2.25660e-01,0.00000e+00,-1.59768e-03,-1.59768e-03,-1.59768e-03,-1.59768e-03,-1.59768e-03,-1.59768e-03,0.00000e+00,-5.72872e-04,-5.72872e-04,-5.72872e-04,-5.72872e-04,-5.72872e-04,-5.72872e-04,0.00000e+00,-8.07054e-01,-8.07054e-01,-8.07054e-01,-8.07054e-01,-8.07054e-01,-8.07054e-01,0.00000e+00,8.07055e-01,8.07055e-01,8.07055e-01,8.07055e-01,8.07055e-01,8.07055e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.47502e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.61960e+00,-6.61960e+00,-6.61960e+00,-6.61960e+00,-6.61960e+00,-6.61960e+00,0.00000e+00,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,0.00000e+00,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,0.00000e+00,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,-1.09463e-01,0.00000e+00,3.20673e-01,3.20673e-01,3.20673e-01,3.20673e-01,3.20673e-01,3.20673e-01,0.00000e+00,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,0.00000e+00,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,1.20436e-01,0.00000e+00,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,-3.45912e-02,0.00000e+00,-2.24835e-01,-2.24835e-01,-2.24835e-01,-2.24835e-01,-2.24835e-01,-2.24835e-01,0.00000e+00,-1.60587e-03,-1.60587e-03,-1.60587e-03,-1.60587e-03,-1.60587e-03,-1.60587e-03,0.00000e+00,-5.78045e-04,-5.78045e-04,-5.78045e-04,-5.78045e-04,-5.78045e-04,-5.78045e-04,0.00000e+00,-8.08360e-01,-8.08360e-01,-8.08360e-01,-8.08360e-01,-8.08360e-01,-8.08360e-01,0.00000e+00,8.08362e-01,8.08362e-01,8.08362e-01,8.08362e-01,8.08362e-01,8.08362e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.50479e+00
1.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,2188,2188,2188,2188,2188,2.18800e+03,0.00000e+00,-6.61886e+00,-6.61886e+00,-6.61886e+00,-6.61886e+00,-6.61886e+00,-6.61886e+00,0.00000e+00,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,0.00000e+00,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,0.00000e+00,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,-1.09706e-01,0.00000e+00,3.24709e-01,3.24709e-01,3.24709e-01,3.24709e-01,3.24709e-01,3.24709e-01,0.00000e+00,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,0.00000e+00,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,1.20463e-01,0.00000e+00,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,-3.43652e-02,0.00000e+00,-2.23951e-01,-2.23951e-01,-2.23951e-01,-2.23951e-01,-2.23951e-01,-2.23951e-01,0.00000e+00,-1.61460e-03,-1.61460e-03,-1.61460e-03,-1.61460e-03,-1.61460e-03,-1.61460e-03,0.00000e+00,-5.83508e-04,-5.83508e-04,-5.83508e-04,-5.83508e-04,-5.83508e-04,-5.83508e-04,0.00000e+00,-8.09752e-01,-8.09752e-01,-8.09752e-01,-8.09752e-01,-8.09752e-01,-8.09752e-01,0.00000e+00,8.09754e-01,8.09754e-01,8.09754e-01,8.09754e-01,8.09754e-01,8.09754e-01,0.00000e+00,2122,2122,2122,2122,2122,2.12200e+03,0.00000e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,5.77211e+00,0.00000e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,4.94169e+00,0.00000e+00,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,6.50000e-02,0.00000e+00,1,8.53658e+00
